food,GHGperDGA,CEDperDGA,WATERperDGA,BLUEWATERperDGA,FLperDGA,GHGper100g,CEDper100g,WATERper100g,BLUEWATERper100g,FLper100g
added_sugar,0.002609973774995211,0.0254575394956167,1.8514259022980657,0.5011732464688567,0.0011523472047421813,0.06214223273798121,0.6061318927527786,44.081569102334896,11.932696344496588,0.02743683820814717
dairy_cow,0.25740772769901066,1.386645045783441,72.06255775280256,17.196323310972765,0.03248450572855741,0.17275686422752393,0.930634258915061,48.36413272000172,11.541156584545481,0.021801681697018398
dairy_soy,0.03849017666666666,0.25075168354499994,3.3555095742622187,1.924517767589261,0.04207058823529412,0.02583233333333333,0.16828972049999996,2.2520198484981333,1.2916226628115846,0.028235294117647056
fruit_exc_juice,0.04821141657031108,0.365684056416495,169.82049394033163,22.96345534216645,0.02376885271342828,0.031718037217309925,0.24058161606348352,111.72400917127081,15.107536409320033,0.015637403100939657
fruit_juice,0.23625810150172513,1.8580722903746134,616.603181725751,74.32920773963221,0.11623115085727526,0.09412673366602596,0.7402678447707624,245.65863813774945,29.613230175152278,0.04630723141724114
gr_refined,0.020742750288623407,0.11854692293772151,32.27369467302248,10.26572142425913,0.0026802114070064017,0.05761875080173169,0.3292970081603375,89.64915186950691,28.515892845164252,0.007445031686128894
gr_whole,0.022175540890487882,0.140803721431238,42.40070267672419,8.734047218188374,0.0026942387367779653,0.04348145272644682,0.2760857282965451,83.1386326994592,17.12558278076152,0.005282821052505814
leg_tot,0.02577570328037681,0.1555875658983976,39.9931228432187,9.55652075818625,0.006615141851563208,0.06966406291993732,0.42050693486053403,108.08952119788839,25.828434481584463,0.017878761760981642
oil,0.0011138987524525303,0.00925986443413664,0.7747712672102476,0.2852145655853503,4.7102851416005033e-4,0.11138987524525303,0.925986443413664,77.47712672102476,28.52145655853503,0.04710285141600503
pf_egg,0.15845082005898978,0.9708543462363762,43.580737683856945,18.991756492717652,0.013882079865610826,0.31690164011797956,1.9417086924727525,87.16147536771389,37.983512985435304,0.027764159731221653
pf_ns,0.02388741357929577,0.1355988678929825,304.1161202773218,52.49319078000822,0.0351066846080114,0.1592494238619718,0.9039924526198834,2027.440801848812,349.9546052000548,0.23404456405340932
pf_poultry_tot,0.11470478573702413,0.792682698988918,54.46951848093843,25.3714347031644,0.012733432409492656,0.3955337439207729,2.7333886172031656,187.82592579633945,87.4877058729807,0.0439083876189402
pf_redm_tot,0.7167017319849608,1.6494035222713666,212.19992711407488,37.440313379253126,0.057329883592479126,2.3119410709192283,5.320656523456021,684.5158939163706,120.77520444920364,0.1849351083628359
pf_seafood,0.22486297907829902,4.026652270930797,8.607025032205303,1.2391043070246472,0.04601352735883435,0.7753895830286174,13.885007830795853,29.67939666277691,4.272773472498784,0.15866733572011846
sat_fat,0.01411678248221228,0.05163899849524303,4.202827552849916,0.9261791592428607,0.0014017696532088518,1.411678248221228,5.163899849524303,420.2827552849916,92.61791592428607,0.14017696532088517
ssb,0.05726789407429264,0.5281758541421125,71.8453941991702,11.105659692265181,0.017433384445202444,0.02386162253095527,0.22007327255921358,29.93558091632092,4.627358205110492,0.007263910185501019
veg_dg,0.044859074823567845,0.3904940355863442,284.23069950700614,22.22198291697089,0.018572895859408283,0.038016165104718516,0.33092714880198665,240.87347415847978,18.832188912687197,0.015739742253735835
veg_oth,0.05204448530184726,0.30970205914678417,146.13786900320986,15.998834101468526,0.020642939002285417,0.03717463235846233,0.2212157565334173,104.38419214514991,11.42773864390609,0.01474495643020387
veg_ro,0.06547714816670976,0.5439007448594044,74.41836125903876,9.61511692459379,0.022726063788125084,0.04547024178243733,0.37770885059680864,51.67941754099914,6.677164530967911,0.01578198874175353
veg_sta,0.017487543436996086,0.15683273133392672,27.028335089158983,6.048266743584082,0.002699171167736885,0.013050405549997078,0.11703935174173635,20.170399320267897,4.513631898197076,0.00201430684159469
